[17,17,17,17,8,8,8,8,17,17,17,17,8,8,8,8,8,8,8,8,17,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8],
[17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,17,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,17,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8],
[17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,17,17,17,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,17,17,17,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8],
[17,17,17,17,8,8,8,8,17,17,17,17,8,8,8,8,8,8,17,17,17,17,17,8,8,8,8,8,8,8,8,8,8,8,8,17,17,17,8,8,8,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8],
[17,17,17,8,8,8,8,8,8,8,17,17,17,8,8,8,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,17,17,17,17,17,17,8,8,8,17,17,8,8,8,8,8,8,8,8,8,8,8,8,8],
[17,17,8,8,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,8,8,8,17,17,17,17,8,8,8,17,17,17,17,17,17,17,8,8,8,8,8,17,17,8,8,8,8,8,8,8,8,8,8,8,8],
[17,17,8,8,8,8,8,8,8,8,8,8,17,17,17,17,17,17,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,17,8,8,8,8,8,8,8,8,8,8,8,8],
[17,17,8,8,8,8,8,8,8,8,8,8,17,17,17,17,8,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,17,17,8,8,8,8,8,8,8,8,8,8,8],
[17,17,8,8,8,8,8,8,8,8,8,8,17,17,17,8,8,8,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,8,17,17,8,8,8,8,8,8,8,8,8,8],
[17,17,8,8,8,8,8,8,8,8,8,8,17,17,17,8,8,8,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,8,8,17,17,17,8,8,8,8,8,8,8,8,8],
[17,17,8,8,8,8,8,8,8,8,8,8,17,17,17,8,8,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,8,17,17,17,8,8,8,8,8,8,8,8,8],
[17,17,17,8,8,8,8,8,8,8,17,17,17,17,17,17,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,17,17,17,17,17,17,17,17,17,8,8,8,8,8],
[17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17]]
